MN,HD,HR,HIP,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Parallax,Vmag,B-V,SpType,IsMultiple,IsVariable,UpdateName
4299,141527,5880,0,HD 141527,HD 141527/HR 5880,,,,,237.14333333333332,28.156666666666663,-2.0,-15.0,25.0,10.0,5.85,0.77,G0Iep,0.0,1.0,
4300,142883,5934,0,HD 142883,HD 142883/HR 5934,,,,,239.4183333333333,-20.98305555555556,-16.0,-18.0,1.0,,5.85,0.02,B3V,0.0,1.0,
4301,147869,6111,80351,o Her,21 Her/HD 147869/HR 6111/o Her,,,21 Her,Her,246.045,6.948055555555555,3.0,14.0,-33.0,,5.85,-0.01,A2pSr:,0.0,0.0,
4302,157527,6472,85207,HLD 134,HD 157527/HLD 134/HR 6472,,,,,261.17499999999995,-21.441666666666663,-21.0,-28.0,-56.0,13.0,5.85,0.93,G8III,0.0,0.0,
4303,158414,6509,85379,x Her,77 Her/HD 158414/HR 6509/x Her,,,77 Her,Her,261.68416666666667,48.26,2.0,-4.0,-9.0,14.0,5.85,0.12,A4V,0.0,0.0,
4304,165402,6755,88670,HDS 2551,HD 165402/HDS 2551/HR 6755,,,,,271.5308333333333,-8.323888888888888,-8.0,-16.0,-23.0,,5.85,0.21,B8III-IV,0.0,0.0,
4305,165259,6751,89234,TOK 58,HD 165259/HDO 284/HR 6751/TOK 58,,,,,273.14374999999995,-73.67166666666667,-53.0,-231.0,13.0,31.0,5.85,0.46,F5V,0.0,0.0,
4306,180450,7302,0,HD 180450,HD 180450/HR 7302,,,,,288.8533333333333,30.52638888888889,29.0,-23.0,-63.0,,5.85,1.67,M0III,0.0,0.0,
4307,183227,7397,0,HD 183227,HD 183227/HR 7397,,,,,292.08666666666664,2.930277777777777,4.0,-6.0,-14.0,,5.85,0.01,B6III,0.0,0.0,
4308,191195,7697,99026,ENG 70,ENG 70/HD 191195/HR 7697,,,,,301.5575,53.16583333333333,212.0,255.0,-41.0,27.0,5.85,0.39,F5V,0.0,0.0,
4309,191862,7715,99572,ξ Cap,2 Cap/2Xi 2Cap/HD 191862/HR 7715/TDT 2085/β pm 206/ξ Cap/ξ2 Cap,,ξ Cap,2 Cap,Cap,303.10791666666665,-12.6175,197.0,-193.0,23.0,37.0,5.85,0.48,F7V,0.0,0.0,
4310,194215,7801,100738,CHR 97,CHR 97/HD 194215/HR 7801,,,,,306.3616666666667,-28.66333333333333,14.0,7.0,-7.0,38.0,5.85,1.1,G8II/III,0.0,0.0,
4311,206043,8276,0,HD 206043,HD 206043/HR 8276,,,,,324.7545833333333,20.26527777777778,113.0,-3.0,-13.0,21.0,5.85,0.32,F2V,0.0,0.0,
4312,225009,9094,207,Σ 3053,HD 225009/HR 9094/Σ 3053,,,,Vul,0.6504166666666668,66.09888888888888,10.0,-1.0,-18.0,10.0,5.86,1.09,G8III,0.0,0.0,
4313,11154,530,8544,1 Ari,1 Ari/HD 11154/HR 530/Σ 174,,,1 Ari,Ari,27.535416666666663,22.275277777777777,-17.0,-8.0,3.0,17.0,5.86,0.74,K1III+A6V,0.0,0.0,
4314,12583,608,0,HD 12583,HD 12583/HR 608,,,,,30.744166666666665,-15.305833333333334,28.0,11.0,6.0,,5.86,0.98,G3IV,0.0,0.0,
4315,13692,651,0,HD 13692,HD 13692/HR 651,,,,,33.25375,-21.00027777777778,50.0,35.0,38.0,,5.86,1.01,G9III,0.0,0.0,
4316,17471,830,13121,16 Tri,16 Tri/HD 17471/HR 830,,,16 Tri,Tri,42.19125,25.18805555555556,59.0,-4.0,14.0,,5.86,-0.07,A0V,0.0,1.0,
4317,22701,1107,0,HD 22701,HD 22701/HR 1107,,,,,62.50625,86.6261111111111,139.0,-84.0,-4.0,22.0,5.86,0.37,F5IV,0.0,0.0,
4318,27611,1366,20341,HO 329,HD 27611/HO 329/HR 1366,,,,,65.36291666666666,0.0980555555555555,-16.0,-123.0,-27.0,8.0,5.86,1.32,K3III,0.0,0.0,
4319,30453,1528,22407,CHR 19,CHR 19/HD 30453/HR 1528,,,,,72.32916666666667,32.58833333333334,18.0,-31.0,21.0,,5.86,0.24,A8m,0.0,0.0,
4320,31093,1559,22573,φ 320,HD 31093/HR 1559/φ 320,,,,,72.86749999999999,-34.906388888888884,26.0,-22.0,23.0,,5.86,0.08,A1Vn,0.0,0.0,
4321,36734,1870,0,HD 36734,HD 36734/HR 1870,,,,,82.90041666666667,-45.92527777777777,28.0,38.0,7.0,,5.86,1.35,K3III,0.0,0.0,
4322,50763,2573,0,HD 50763,HD 50763/HR 2573,,,,,104.23333333333332,46.705000000000005,-102.0,-90.0,39.0,,5.86,1.08,gK0,0.0,0.0,
4323,59380,2866,0,HD 59380,HD 59380/HR 2866,,,,,112.35708333333334,-7.551111111111111,64.0,131.0,9.0,,5.86,0.48,F8V,0.0,0.0,
4324,64685,3087,0,HD 64685,HD 64685/HR 3087,,,,,118.88083333333334,8.862777777777778,-13.0,-87.0,22.0,,5.86,0.35,F2IV,0.0,0.0,
4325,76932,3578,0,HD 76932,HD 76932/HR 3578,,,,,134.68291666666667,-16.13277777777778,246.0,212.0,121.0,28.0,5.86,0.53,F6V,0.0,0.0,
4326,79807,3677,45386,k1 Vel,HD 79807/HDS 1337/HR 3677/k1 Vel,,,,,138.73833333333332,-37.6025,11.0,-13.0,-2.0,,5.86,0.83,G0V,0.0,0.0,
4327,80950,3721,0,HD 80950,HD 80950/HR 3721,,,,,139.36416666666665,-74.73472222222222,-41.0,33.0,,,5.86,-0.02,A0V,0.0,0.0,
4328,87344,3963,49321,SHJ 110,HD 87344/HR 3963/SHJ 110/β 1072,,,,,151.01208333333332,-18.101666666666667,-10.0,-2.0,19.0,,5.86,-0.06,A0V,0.0,0.0,
4329,93833,4233,0,HD 93833,HD 93833/HR 4233,,,,,162.43124999999998,-9.852777777777778,9.0,-37.0,40.0,,5.86,1.07,gG8,0.0,0.0,
4330,111032,4850,62360,HDO 219,HD 111032/HDO 219/HR 4850,,,,,191.6916666666667,-33.315555555555555,-7.0,-30.0,31.0,,5.86,1.34,K3III,0.0,0.0,
4331,141675,5887,77370,β 946,HD 141675/HR 5887/β 946,,,,,236.90833333333333,55.376666666666665,11.0,10.0,-2.0,13.0,5.86,0.25,A3m,0.0,0.0,
4332,145191,6015,0,HD 145191,HD 145191/HR 6015,,,,,242.82375,-41.11972222222222,-77.0,-127.0,-14.0,,5.86,0.27,F0IV,0.0,0.0,
4333,153336,6308,0,HD 153336,HD 153336/HR 6308,,,,,254.99,-25.091944444444444,-5.0,-6.0,-32.0,,5.86,1.62,M3III,0.0,0.0,
4334,161178,6606,0,HD 161178,HD 161178/HR 6606,,,,,264.28666666666663,72.45583333333333,21.0,22.0,8.0,-9.0,5.86,1.01,G9III,0.0,0.0,
4335,166045,6781,88818,100 Her A,100 Her/100 Her A/CHR 67/HD 166045/HR 6781/Σ 2280,,,,,271.95625,26.10138888888889,-6.0,33.0,-17.0,12.0,5.86,0.12,A3V,0.0,1.0,
4336,166114,6786,0,HD 166114,HD 166114/HR 6786,,,,,272.7733333333333,-41.35916666666667,32.0,-35.0,-4.0,,5.86,0.29,F2V,0.0,0.0,
4337,164712,6731,89115,KPP 3068,HD 164712/HDO 282/HR 6731/KPP 3068,,,,,272.8154166666667,-75.8913888888889,10.0,-295.0,15.0,16.0,5.86,1.24,K2III,0.0,0.0,
4338,172051,6998,91438,WSI 90,HD 172051/HR 6998/TNN 11/WSI 90,,,,,279.7225,-21.051944444444445,-78.0,-152.0,36.0,72.0,5.86,0.68,G4V,0.0,0.0,
4339,171819,6986,0,HD 171819,HD 171819/HR 6986,,,,,279.8095833333333,-47.90972222222222,28.0,15.0,-9.0,,5.86,0.23,A7IV-V,0.0,0.0,
4340,198174,7961,0,HD 198174,HD 198174/HR 7961,,,,,312.3233333333333,-25.781388888888888,15.0,-21.0,-12.0,,5.86,-0.07,B7IIIp,0.0,0.0,
4341,208682,8375,108226,ΟΣ 457,HD 208682/HR 8375/ΟΣ 457,,,,,328.87958333333336,65.32083333333333,7.0,3.0,-15.0,,5.86,-0.06,B2.5Ve,0.0,1.0,
4342,214150,8602,111643,σ2 Gru,CRU 9044/HD 214150/HR 8602/SHY 811/Sig2Gru/β 771/σ2 Gru,,σ2 Gru,,Gru,339.245,-40.59111111111111,38.0,-75.0,15.0,,5.86,0.06,A1V,0.0,0.0,
4343,1439,71,0,HD 1439,HD 1439/HR 71,,,,,4.659583333333333,31.51722222222222,58.0,-6.0,-5.0,,5.87,-0.01,A0IV,0.0,0.0,
4344,2767,122,2475,HJ 5451,HD 2767/HJ 5451/HR 122,,,,,7.856666666666666,33.58166666666667,47.0,-19.0,9.0,,5.87,1.14,K1III,0.0,0.0,
4345,3651,166,3093,54 Psc,54 Psc/HD 3651/HR 166/LUH 3/ΟΣ 550,,,54 Psc,Psc,9.840833333333334,21.250555555555557,-464.0,-370.0,-34.0,99.0,5.87,0.85,K0+V,0.0,1.0,
4346,4440,212,0,HD 4440,HD 4440/HR 212,,,,,12.037916666666668,72.67500000000001,130.0,24.0,1.0,,5.87,1.01,K0IV,0.0,0.0,
4347,8036,385,6226,42 Cet,42 Cet/HD 8036/HR 385/Σ 113/φ 337,,,42 Cet,Cet,19.95125,0.5088888888888888,12.0,-14.0,14.0,9.0,5.87,0.64,G8III+A7V,0.0,0.0,
4348,10800,512,7601,TOK 426,HD 10800/HR 512/TOK 426,,,,,24.481666666666666,-82.97500000000001,119.0,120.0,-5.0,,5.87,0.61,G2V,0.0,0.0,
4349,10360,486,7751,p Eri,HD 10360/HD 10361/HIP 7751/HR 486/HR 487/SAO 232490/p Eri/p Eri A/p Eri B,,,,Eri,24.9475,-56.19805555555556,310.0,-20.0,23.0,152.0,5.87,0.9,K0V,1.0,0.0,
4350,12139,577,0,HD 12139,HD 12139/HR 577,,,,,29.89875,21.058333333333334,139.0,-22.0,-2.0,,5.87,1.03,K0III-IV,1.0,0.0,
4351,14728,693,0,HD 14728,HD 14728/HR 693,,,,,35.520833333333336,-17.66222222222222,11.0,-60.0,-3.0,,5.87,1.23,K0III,0.0,0.0,
4352,25274,1241,0,HD 25274,HD 25274/HR 1241,,,,,61.51291666666666,68.68,2.0,-1.0,-47.0,,5.87,1.54,K2III,0.0,0.0,
4353,27657,1372,20020,θ Ret,HD 27657/HR 1372/RMK 3/The Ret/θ Ret,,θ Ret,,Ret,64.4175,-63.25555555555555,2.0,27.0,3.0,,5.87,-0.07,B9III-IV,0.0,1.0,
4354,29721,1493,21972,KUI 19,HD 29721/HR 1493/KUI 19,,,,,70.84,49.973888888888894,-4.0,-16.0,3.0,,5.87,0.02,B9III,0.0,0.0,
4355,36060,1827,25488,I 346,HD 36060/HR 1827/I 346,,,,,81.77208333333334,-40.94361111111111,11.0,96.0,36.0,,5.87,0.23,A7m,0.0,0.0,
4356,38090,1968,26865,12 Lep,12 Lep/HD 38090/HR 1968,,,12 Lep,Lep,85.55791666666667,-22.37361111111111,-4.0,18.0,28.0,,5.87,0.11,A2,0.0,0.0,
4357,39190,2026,0,HD 39190,HD 39190/HR 2026,,,,,87.47291666666666,-22.971666666666664,-14.0,25.0,44.0,,5.87,0.06,A2,0.0,0.0,
4358,39910,2070,0,HD 39910,HD 39910/HR 2070,,,,,88.87625,-4.616388888888888,40.0,-17.0,26.0,,5.87,1.18,gK2,0.0,0.0,
4359,40020,2076,0,HD 40020,HD 40020/HR 2076,,,,,89.20625,11.521111111111113,106.0,-58.0,21.0,,5.87,1.1,K2III,0.0,0.0,
4360,41074,2132,28823,39 Aur,39 Aur/HD 41074/HR 2132,,,39 Aur,Aur,91.26416666666668,42.98166666666667,-39.0,-143.0,34.0,,5.87,0.3,F3V,0.0,1.0,
4361,41547,2150,0,HD 41547,HD 41547/HR 2150,,,,,91.3625,-10.242777777777777,14.0,24.0,33.0,,5.87,0.37,dF4,0.0,0.0,
4362,43940,2265,29852,EHR 8,EHR 8/HD 43940/HR 2265,,,,,94.28958333333333,-37.25305555555556,-11.0,-10.0,21.0,,5.87,0.14,A3V,0.0,0.0,
4363,45067,2313,0,HD 45067,HD 45067/HR 2313,,,,,96.31833333333331,0.9461111111111112,224.0,-225.0,44.0,27.0,5.87,0.56,F8V,0.0,0.0,
4364,45320,2324,0,HD 45320,HD 45320/HR 2324,,,,,96.665,-1.5072222222222222,-7.0,-26.0,10.0,,5.87,0.08,A3Vn,0.0,0.0,
4365,46052,2372,31173,RAO 500,HD 46052/HR 2372/RAO 500,,,,,98.11333333333332,32.45472222222222,-31.0,-22.0,-9.0,,5.87,0.14,A3m+A3m:,0.0,1.0,
4366,50658,2568,33377,ψ9 Aur,HD 50658/HR 2568/Psi9Aur/ψ9 Aur,,ψ9 Aur,,Aur,104.13458333333334,46.274166666666666,18.0,13.0,-41.0,,5.87,-0.06,B8IIIe,0.0,1.0,
4367,57615,2802,0,HD 57615,HD 57615/HR 2802,,,,,110.26791666666666,-25.891388888888887,-12.0,25.0,23.0,,5.87,1.64,M4III,0.0,0.0,
4368,60060,2884,0,HD 60060,HD 60060/HR 2884,,,,,112.49833333333332,-52.65111111111111,-31.0,58.0,26.0,,5.87,1.01,K0III,0.0,0.0,
4369,60585,2910,0,HD 60585,HD 60585/HR 2910,,,,,113.57958333333332,-23.47472222222222,-111.0,-10.0,-6.0,23.0,5.87,,dF6,1.0,0.0,
4370,66441,3156,0,HD 66441,HD 66441/HR 3156,,,,,120.20791666666668,-54.15138888888889,-23.0,8.0,0.0,,5.87,-0.14,B5Vn,0.0,0.0,
4371,72561,3378,0,HD 72561,HD 72561/HR 3378,,,,,128.43125,4.756666666666667,-5.0,-13.0,1.0,,5.87,1.07,G5III,0.0,0.0,
4372,74873,3481,43121,A2 Cnc,50 Cnc/A2 Cnc/HD 74873/HR 3481,,,50 Cnc,Cnc,131.73333333333335,12.11,-68.0,-52.0,23.0,,5.87,0.11,A1V,0.0,0.0,
4373,75629,3513,0,HD 75629,HD 75629/HR 3513,,,,,132.50916666666666,-29.46305555555556,-14.0,7.0,-10.0,,5.87,0.95,G8III,0.0,0.0,
4374,77020,3583,0,HD 77020,HD 77020/HR 3583,,,,,134.4825,-48.57333333333334,4.0,-4.0,18.0,,5.87,1.07,G8-K0II,0.0,0.0,
4375,80558,3708,0,HD 80558,HD 80558/HR 3708,,,,,139.67583333333334,-51.56055555555555,-14.0,0.0,22.0,,5.87,0.54,B6Iae,0.0,1.0,
4376,82514,3790,46736,λ 114,HD 82514/HR 3790/λ 114,,,,,142.88708333333335,-35.715,143.0,-177.0,14.0,-4.0,5.87,1.29,K4III,0.0,0.0,
4377,104827,4602,58858,2 Com,2 Com/HD 104827/HR 4602/Σ 1596,,,2 Com,Com,181.06916666666663,21.459166666666665,36.0,-4.0,6.0,5.0,5.87,0.22,F0IV-V,0.0,0.0,
4378,109704,4799,61558,f Vir,25 Vir/HD 109704/HR 4799/f Vir,,,25 Vir,Vir,189.1975,-5.831944444444444,-28.0,-18.0,-6.0,,5.87,0.07,A3V,0.0,0.0,
4379,116235,5040,65241,64 Vir,64 Vir/DRS 13/HD 116235/HR 5040,,,64 Vir,Vir,200.54041666666663,5.154722222222222,-65.0,-36.0,-10.0,,5.87,0.12,A2m,0.0,0.0,
4380,120047,5179,0,HD 120047,HD 120047/HR 5179,,,,,206.55625,41.08861111111111,-114.0,-43.0,-13.0,12.0,5.87,0.21,A5V,0.0,0.0,
4381,120819,5215,67605,HJL 1082,HD 120819/HJL 1082/HR 5215,,,,,207.78833333333333,34.66444444444444,5.0,-54.0,-40.0,14.0,5.87,1.62,M2III,0.0,1.0,
4382,125276,5356,69965,β 1246,HD 125276/HR 5356/β 1246,,,,,214.75333333333333,-25.815555555555555,-372.0,350.0,-21.0,51.0,5.87,0.5,F5V,0.0,0.0,
4383,127501,5427,71182,HDO 233,HD 127501/HDO 233/HR 5427,,,,,218.37458333333333,-52.68,-6.0,-31.0,-42.0,,5.87,1.09,K0III,0.0,0.0,
4384,127486,5426,0,HD 127486,HD 127486/HR 5426,,,,,218.385,-54.998333333333335,-95.0,4.0,0.0,,5.87,0.48,F6IV-V,0.0,0.0,
4385,127971,5439,71353,HDO 235,HD 127971/HDO 235/HR 5439,,,,,218.88125,-41.51722222222222,-20.0,-17.0,10.0,,5.87,-0.08,B7V,0.0,0.0,
4386,130701,5527,72773,KRV 5,GAA 1/HD 130701/HDS 2100/HR 5527/KRV 5,,,,,223.14583333333331,-63.81,-24.0,-9.0,-21.0,,5.87,0.72,G3II+B8V,0.0,1.0,
4387,132345,5582,73310,18 Lib,18 Lib/HD 132345/HR 5582/Σ 1894,,,18 Lib,Lib,224.72333333333333,-11.144166666666669,-101.0,-61.0,-12.0,,5.87,1.26,K3-IIICN1,0.0,0.0,
4388,139778,5828,76509,YSC 57,HD 139778/HR 5828/YSC 57,,,,,234.38333333333333,54.50888888888889,-37.0,-15.0,-23.0,,5.87,1.07,gK1,0.0,0.0,
4389,142301,5912,77909,3 Sco,3 Sco/HD 142301/HR 5912,,,3 Sco,Sco,238.66458333333333,-25.24361111111111,-13.0,-22.0,-9.0,,5.87,-0.06,B8IIIp,0.0,1.0,
4390,145931,6050,79357,Σ 2024,HD 145931/HR 6050/Σ 2024,,,,,242.94833333333327,42.37444444444444,-6.0,27.0,-21.0,,5.87,1.45,K4II+F6-8V,0.0,0.0,
4391,150331,6192,0,HD 150331,HD 150331/HR 6192,,,,,250.43958333333336,-33.146388888888886,-59.0,-83.0,-8.0,,5.87,0.65,G3III,0.0,0.0,
4392,151732,6242,0,HD 151732,HD 151732/HR 6242,,,,,251.83250000000004,42.23888888888889,3.0,-26.0,-7.0,,5.87,1.61,M4+III-IIIa,0.0,1.0,
4393,160928,6597,86847,φ 341,HD 160928/HR 6597/φ 341,,,,,266.175,-42.72888888888889,5.0,19.0,-9.0,,5.87,0.16,A1V+F0IV,0.0,0.0,
4394,164064,6706,0,HD 164064,HD 164064/HR 6706,,,,,269.90291666666667,-4.8213888888888885,-14.0,-93.0,-32.0,,5.87,1.56,K5III,0.0,0.0,
4395,181645,7344,95188,ρ2 Sgr,45 Sgr/45Rho2Sgr/HD 181645/HR 7344/OCC 994/ρ2 Sgr,,ρ2 Sgr,45 Sgr,Sgr,290.4620833333334,-18.308333333333334,102.0,-92.0,-13.0,,5.87,1.06,gG9,0.0,0.0,
4396,184010,7421,0,HD 184010,HD 184010/HR 7421,,,,,292.8408333333333,26.61722222222222,32.0,27.0,-1.0,,5.87,0.93,K0III-IV,0.0,0.0,
4397,192879,7748,100062,4 Cap,4 Cap/HD 192879/HR 7748,,,4 Cap,Cap,304.5058333333333,-21.81,35.0,-24.0,-18.0,40.0,5.87,1.0,K0III,0.0,0.0,
4398,199443,8018,0,HD 199443,HD 199443/HR 8018,,,,,314.4191666666667,-16.031666666666666,53.0,1.0,-1.0,,5.87,0.18,A2m,0.0,0.0,
4399,201636,8099,0,HD 201636,HD 201636/HR 8099,,,,,316.59708333333333,71.43194444444445,-48.0,-116.0,2.0,30.0,5.87,0.4,F3IV,0.0,0.0,
4400,203222,8160,105412,16 Aqr,16 Aqr/HD 203222/HR 8160,,,16 Aqr,Aqr,320.2679166666667,-4.56,-12.0,11.0,-6.0,14.0,5.87,0.92,gG7,0.0,0.0,
4401,214690,8623,0,HD 214690,HD 214690/HR 8623,,,,,340.09291666666667,-30.65888888888889,-103.0,-209.0,79.0,14.0,5.87,1.3,K3III,0.0,1.0,
4402,218619,8813,0,HD 218619,HD 218619/HR 8813,,,,,347.43583333333333,-28.08861111111111,22.0,3.0,-14.0,,5.87,1.31,K2III,0.0,0.0,
4403,221675,8944,116323,14 Psc,14 Psc/HD 221675/HR 8944,,,14 Psc,Psc,353.5375,-1.2475,108.0,-13.0,-3.0,,5.87,0.3,A2m,0.0,0.0,
4404,223774,9037,0,HD 223774,HD 223774/HR 9037,,,,,358.125,-14.251111111111111,-101.0,0.0,2.0,,5.87,1.28,K3III,0.0,0.0,
4405,225180,9100,330,9 Cas,9 Cas/H 5 79/HD 225180/HR 9100/S 838/SMY 5,,,9 Cas,Cas,1.0566666666666666,62.28777777777778,-4.0,6.0,-18.0,,5.88,0.3,A1III,0.0,0.0,
4406,9531,446,0,HD 9531,HD 9531/HR 446,,,,,23.569166666666668,37.23722222222222,9.0,-15.0,-4.0,18.0,5.88,-0.07,B9IV,0.0,1.0,
4407,12235,582,9353,112 Psc,112 Psc/HD 12235/HR 582,,,112 Psc,Psc,30.03833333333333,3.0972222222222223,231.0,-251.0,-17.0,34.0,5.88,0.62,G2IV,0.0,1.0,
4408,15220,713,0,HD 15220,HD 15220/HR 713,,,,,36.64666666666668,-20.04277777777778,88.0,99.0,42.0,,5.88,1.26,K2III,0.0,0.0,
4409,17656,842,0,HD 17656,HD 17656/HR 842,,,,,42.92375,46.84194444444445,-25.0,-28.0,-12.0,,5.88,0.89,G8III,0.0,0.0,
4410,27322,1342,0,HD 27322,HD 27322/HR 1342,,,,,65.46583333333334,56.50666666666667,-14.0,15.0,-18.0,,5.88,,A3V,0.0,0.0,
4411,28217,1402,20804,β 1186,HD 28217/HR 1402/β 1186,,,,,66.87,11.2125,-3.0,-3.0,4.0,3.0,5.88,0.05,B8IV,0.0,0.0,
4412,28929,1445,21323,HJ 5461,HD 28929/HJ 5461/HR 1445,,,,,68.65833333333333,28.961111111111112,2.0,-25.0,13.0,,5.88,-0.06,B9pHg,0.0,0.0,
4413,37320,1920,0,HD 37320,HD 37320/HR 1920,,,,,84.50458333333333,7.541388888888889,7.0,-17.0,19.0,,5.88,-0.07,B8III,0.0,0.0,
4414,42954,2214,29616,KUI 24,HD 42954/HR 2214/KUI 24,,,,,93.61916666666666,17.906388888888888,-9.0,-12.0,29.0,,5.88,0.22,A5Vm,0.0,0.0,
4415,45410,2331,31039,6 Lyn,6 Lyn/HD 45410/HR 2331/ΟΣ 562,,,6 Lyn,Lyn,97.69666666666666,58.16277777777778,-26.0,-335.0,36.0,25.0,5.88,0.94,K0III-IV,0.0,0.0,
4416,46709,2406,0,HD 46709,HD 46709/HR 2406,,,,,98.82333333333332,9.988333333333332,-1.0,-10.0,39.0,,5.88,1.51,K4III,0.0,0.0,
4417,62893,3011,37752,SKF 1444,HD 62893/HR 3011/SKF 1444,,,,,116.1425,-37.94305555555555,-18.0,4.0,37.0,,5.88,-0.11,B7V,0.0,0.0,
4418,63215,3022,0,HD 63215,HD 63215/HR 3022,,,,,116.54333333333334,-37.93388888888889,-35.0,4.0,28.0,,5.88,-0.11,B7V,0.0,0.0,
4419,71088,3303,0,HD 71088,HD 71088/HR 3303,,,,,127.44249999999998,67.2975,-66.0,10.0,-3.0,,5.88,0.97,G8III,0.0,0.0,
4420,73143,3406,42265,c Cnc,36 Cnc/HD 73143/HR 3406/c Cnc,,,36 Cnc,Cnc,129.27416666666667,9.655555555555557,-29.0,-3.0,17.0,,5.88,0.09,A3V,0.0,0.0,
4421,77887,3610,0,HD 77887,HD 77887/HR 3610,,,,,135.2854166666667,-68.68388888888889,12.0,5.0,13.0,,5.88,1.63,M1III,0.0,0.0,
4422,82536,3793,46620,RST 408,HD 82536/HR 3793/RST 408,,,,,142.59750000000005,-58.361666666666665,-31.0,28.0,3.0,,5.88,1.7,M2III,0.0,1.0,
4423,93657,4225,0,HD 93657,HD 93657/HR 4225,,,,,162.05916666666667,-31.688333333333333,-20.0,-13.0,21.0,,5.88,0.03,A1V,0.0,0.0,
4424,95314,4289,0,HD 95314,HD 95314/HR 4289,,,,,165.04833333333332,-14.083333333333334,-18.0,-22.0,-6.0,,5.88,1.5,K5III,0.0,0.0,
4425,97989,4367,0,HD 97989,HD 97989/HR 4367,,,,,169.17458333333337,49.47638888888889,-83.0,-9.0,0.0,,5.88,1.08,gK0,0.0,0.0,
4426,102590,4531,57606,β 603,HD 102590/HR 4531/TOK 552/β 603,,,,,177.16125,14.284166666666666,-107.0,7.0,6.0,53.0,5.88,0.29,F0V,0.0,1.0,
4427,108970,4769,0,HD 108970,HD 108970/HR 4769,,,,,188.04166666666669,-73.00166666666667,38.0,-24.0,5.0,,5.88,1.11,K1III,0.0,0.0,
4428,116957,5067,0,HD 116957,HD 116957/HR 5067,,,,,201.56916666666663,46.028055555555554,24.0,-21.0,4.0,,5.88,0.97,gK0,0.0,0.0,
4429,129175,5476,0,HD 129175,29Pi 2Boo/HD 129175/HR 5476,,,,,220.18291666666667,16.41777777777778,1.0,10.0,-7.0,2.0,5.88,0.24,A6V,1.0,1.0,
4430,140538,5853,77052,ψ Ser,23 Ser/23Psi Ser/A 2230/HD 140538/HR 5853/ψ Ser,,ψ Ser,23 Ser,Ser,236.0075,2.515,-54.0,-151.0,19.0,46.0,5.88,0.68,G2.5V,0.0,0.0,
4431,144844,6003,79098,SHT 61,HD 144844/HR 6003/OCC 103/SHT 61,,,,,242.1820833333333,-23.68555555555556,-9.0,-25.0,-14.0,,5.88,0.02,B9IVp:,0.0,1.0,
4432,147225,6085,80212,Δ 200,HD 147225/HR 6085/Δ 200,,,,,245.62041666666664,-43.91222222222222,-27.0,-14.0,-11.0,,5.88,1.16,G3II,0.0,0.0,
4433,152311,6269,82621,WSI 86,HD 152311/HR 6269/WSI 86,,,,,253.355,-20.415555555555557,-50.0,-29.0,-17.0,,5.88,0.68,G3V,0.0,0.0,
4434,152293,6266,0,HD 152293,HD 152293/HR 6266,,,,,253.6120833333333,-42.47888888888889,-3.0,-5.0,-24.0,,5.88,0.64,F5Ib-II,0.0,0.0,
4435,156247,6414,84500,HJ 854,HD 156247/HJ 854/HR 6414,,,,,259.1320833333333,1.2105555555555556,-1.0,-13.0,-11.0,2.0,5.88,0.06,B5Vnn+B5V,0.0,1.0,
4436,156768,6438,85049,HDO 270,HD 156768/HDO 270/HR 6438,,,,,260.7291666666667,-58.01027777777778,-21.0,-11.0,-10.0,,5.88,1.07,G8Ib-II,0.0,0.0,
4437,156513,6429,0,HD 156513,HD 156513/HR 6429,,,,,262.86375,-80.85916666666667,-13.0,-44.0,-19.0,,5.88,1.67,M3III,0.0,1.0,
4438,166988,6814,89156,HO 82,B 2545/HD 166988/HO 82/HR 6814,,,,,272.93791666666664,33.44694444444444,12.0,10.0,-19.0,,5.88,0.01,A3V,0.0,1.0,
4439,174237,7084,0,HD 174237,HD 174237/HR 7084,,,,,281.6795833333333,52.98805555555556,10.0,-2.0,-16.0,,5.88,-0.09,B2.5Ve,0.0,1.0,
4440,174262,7086,0,HD 174262,HD 174262/HR 7086,,,,,282.2225,19.328611111111112,17.0,-21.0,6.0,,5.88,0.03,A1V,0.0,0.0,
4441,175986,7161,93574,φ 357,HD 175986/HR 7161/φ 357,,,,,285.87375000000003,-68.75527777777778,-15.0,-3.0,25.0,,5.88,0.56,F8V,0.0,0.0,
4442,178322,7257,0,HD 178322,HD 178322/HR 7257,,,,,287.49083333333334,-41.8925,10.0,-20.0,13.0,,5.88,-0.08,B6V+F1IV,0.0,0.0,
4443,189340,7637,0,HD 189340,HD 189340/HR 7637,,,,,299.9475,-9.958333333333332,-269.0,-400.0,23.0,40.0,5.88,0.58,F8V,1.0,0.0,
4444,189944,7656,0,HD 189944,HD 189944/HR 7656,,,,,300.43625,24.80027777777778,5.0,-3.0,-15.0,,5.88,-0.12,B4V,0.0,0.0,
4445,195324,7835,101067,42 Cyg,42 Cyg/HD 195324/HR 7835,,,42 Cyg,Cyg,307.33500000000004,36.45472222222222,4.0,-1.0,-18.0,,5.88,0.52,A1Ib,0.0,0.0,
4446,198431,7976,0,HD 198431,HD 198431/HR 7976,,,,,312.6741666666667,-12.545,126.0,-70.0,-44.0,21.0,5.88,1.07,gK1,0.0,0.0,
